"CÓDIGO DO
IBGE";MUNICÍPIO;UF;NOME DA UNIDADE;ENDEREÇO ;RESPONSÁVEL
320060;ARACRUZ;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Aracruz;Rua Padre Luis Parenze, nº 1333 - Referência: A DEAM funciona no mesmo endereço Delegacia de Polícia Judiciária (DPJ).;Estadual
320130;CARIACICA;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Cariacica ;Br 262 km 03 Lateral;Estadual
320150;COLATINA;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Colatina;Rua Benjamim Costa, nº 110 - Referência: Em frente ao SANEAR ;Estadual
320240;GUARAPARI;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Guarapari;Avenida Josias Ceruti, nº 683 - Referência: Funciona no mesmo local da Delegacia de Polícia Judiciária (DPJ).;Estadual
320320;LINHARES;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Linhares;Rua José Cândido Durão, esquina com a Rua Hélio José de Almeira, Lote 17/18/19, Quadra C3 ;Estadual
320490;SÃO MATEUS;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - São Mateus;Rua Doutor Arlindo Sodré, nº 162 - Edifício Santa Rita, 1º andar - Referência: Funciona no mesmo endereço da Delegacia de Polícia Judiciária (DPJ);Estadual
320500;SERRA;ES;Delegacia Especializada de Atendimento à Mulher (DEAM) - Serra;Rua Gonçalves Dias, nº 55 - Referência: Em frente à Creche da Prefeitura de Serra e Cartório de Registro Antônio Maria ;Estadual
520140;APARECIDA DE GOIÂNIA;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Aparecida de Goiânia;Avenida Luis XV, Quadra 17, Lote 1 A;Estadual
521150;ITUMBIARA;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Itumbiara   ;Rua Ladário Cardoso de Paula, nº 114;Estadual
520510;CATALÃO;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Catalão   ;Rua 06, nº 285;Estadual
520870;GOIÂNIA;GO;1ª Delegacia Especializada de Atendimento à Mulher (DEAM) Centro - Goiânia;Rua 24, nº 203, Quadra 49, Lote 27 ;Estadual
521190;JATAÍ;GO;Delegacia Especializada no Atendimento a Mulher (DEAM) - Jataí ;"Rua Doutor Flavinho, Quadra 41 Lote 29, nº 200
";Estadual
522140;TRINDADE;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Trindade;Avenida Francisco Paulo Ramos, nº 836;Estadual
521310;MINEIROS;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Mineiros   ;8ª Avenida Quadra K Lote 03 ;Estadual
522160;URUAÇU;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Uruaçu  ;Avenida Rio Branco, n° 10;Estadual
522185;VALPARAÍSO DE GOIÁS;GO; Delegacia Especializada de Atendimento a Mulher (DEAM) – Valparaíso de Goiás;Quadra 08 Casa 18 Etapa A - Referência: Rua do Ponto Verde;Estadual
521250;LUZIÂNIA;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Luziânia   ;Rua Padre Rosa, nº 295 Quadra 33 Lote 6B  - Referência Rua do Mercado Centro-Oeste;Estadual
522045;SENADOR CANEDO;GO;Delegacia Especializada de Atendimento a Mulher, de atos Infracionais e de Proteção a Criança e ao Adolescente - Senador Canedo;GO 403, km 9 – Condominio Industrial   ;Estadual
520110;ANÁPOLIS;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Anápolis;Rua 10 de Março, n° 257;Estadual
520450;CALDAS NOVAS;GO;Delegacia Especializada no Atendimento a Mulher (DEAM) - Caldas Novas ;Alameda Contorno s/nº;Estadual
520025;ÁGUAS LINDAS DE GOIÁS;GO;Delegacia Especializada de atendimento a Mulher (DEAM) - Águas Lindas de Goiás;"Rua Adélia, s/nº, Quadra 03   
Área Especial CIOPS";Estadual
521880;RIO VERDE;GO;Delegacia Especializada no Atendimento à Mulher (DEAM) - Rio Verde  ;Rua 16, nº 76;Estadual
520860;GOIANÉSIA;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Goianésia  ;Rua 29 nº 374 ;Estadual
521800;PORANGATU;GO;Delegacia Especializada de Atendimento à Mulher (DEAM) - Porangatu;Rua 4 Quadra 4 Lote 7/15 ;Estadual
520870;GOIÂNIA;GO;2ª Delegacia Especializada de Atendimento à Mulher (DEAM) Jardim Curitiba II - Goiânia  ;Avenida do Povo, Esquina com a Rua JC 26, Quadra 19 lote 14, Praça Airton Senna -Referência: Praça do Jardim Curitiba, próximo ao Colégio Militar ;Estadual
210820;PEDREIRAS;MA;Delegacia Especial da Mulher (DEM) - Pedreiras;Rua Messias Filho, s/nº;Estadual
210300;CAXIAS;MA;Delegacia Especial da Mulher (DEM) - Caxias;Praça do Panteon, s/nº;Estadual
210120;BACABAL;MA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Bacabal  ;Rua Eurico Gaspar Dutra, s/nº;Estadual
210005;AÇAILÂNDIA;MA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Açailândia;Rua Marly Sarney, s/nº;Estadual
210530;IMPERATRIZ;MA;Delegacia Especial da Mulher (DEM) - Imperatriz;Rua Souza Lima, nº 167;Estadual
210860;PINHEIRO;MA;Delegacia Especial da Mulher (DEM) - Pinheiro  ;Rua Luiz Domingues, nº 103;Estadual
210320;CHAPADINHA;MA;Delegacia Especial da Mulher (DEM) - Chapadinha  ;Rua Gonçalves Dias, s/ nº;Estadual
210960;ROSÁRIO;MA;Delegacia Especial da Mulher (DEM) - Rosário  ;Rua Urbano Santos, s/nº;Estadual
211110;SÃO JOÃO DOS PATOS;MA;Delegacia Especializada de Atendimento à Mulher (DEAM) - São João dos Patos;Rua Gonçalves Moreira, nº 766;Estadual
211130;SÃO LUÍS;MA;Delegacia Especial da Mulher (DEM) - São Luís;Avenida Beiramar, n.º 534;Estadual
211220;TIMON;MA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Timon  ;Avenida Viana Vaz, nº 186    ;Estadual
210990;SANTA INÊS;MA;Delegacia Especial da Mulher (DEM) - Santa Inês  ;Rua da Pedra Branca, nº 701;Estadual
211280;VIANA;MA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Viana  ;"Avenida Luis de Almeida Couto s/nº  
Referência: Praça da bíblia";Estadual
210540;ITAPECURU MIRIM;MA;"Delegacia da Mulher (DEM) - 
Itapecuru Mirim  ";BR 222, Km 15;Estadual
210916;PRESIDENTE DUTRA;MA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Presidente Dutra;Rua Henrique Coelho, s/nº;Estadual
211400;ZÉ DOCA;MA;Delegacia Especial da Mulher (DEM) - Zé Doca  ;Rua Penalva, n° 761;Estadual
210330;CODÓ;MA;Delegacia Especial da Mulher (DEM) - Codó;Rua Paraíba, s/nº;Estadual
316860;TEÓFILO OTONI;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Teófilo Otoni ;Rua Lauro Vieira da Costa, nº 20  ;Estadual
317020;UBERLÂNDIA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Uberlândia;Rua Cruzeiro dos Peixotos, nº 557 ;Estadual
316930;TRÊS CORAÇÕES;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Três Corações ;Avenida Deputado Renato Averedo, nº 1360 -  Referência: Dentro da 3ª Delegacia Regional do Sexto Departamento de Polícia Civil de Três Corações ;Estadual
314390;MURIAÉ;MG;Delegacia Especializada de Atendimento à Mulher e ao Menor Infrator (DEAMMI) - Muriaé;Rua José Freitas Lima, nº 02 - Referência: ao lado do Batalhão da Polícia Militar ;Estadual
317040;UNAÍ;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Unaí ;Rua Alba Gonzaga, nº 54;Estadual
317120;VESPASIANO;MG;Delegacia Especializada de Atendimento a Mulher (DEAM) - Vespasiano;Rua Alberto Lázaro, nº 534  ;Estadual
310670;BETIM;MG;Delegacia Especializada no Atendimento à Mulher (DEAM) - Betim;Rua Dona Cecília Júlia do Prado, nº 255 - Referência: funciona no prédio do DETRAN ;Estadual
315120;PIRAPORA;MG;Delegacia Adjunta de Crimes Contra a Mulher (DACCM) - Pirapora;Rua Benjamim Constant, nº 183 ;Estadual
316250;SÃO JOÃO DEL REI;MG;Delegacia Adjunta de Repressão a Crimes Contra a Mulher (DACCM) - São João Del Rei;Avenida Leite de Castro, nº 1322 - Referência: Em frente ao batalhão da PM ;Estadual
313940;MANHUAÇU;MG;Delegacia de Repressão a Crimes Contra a Mulher (DRCCM) - Manhuaçu;Avenida Melo Vianna, nº 222 - Referência:  Funciona no mesmo endereço da 6ª Delegacia Regional de Polícia Civil ;Estadual
310350;ARAGUARI;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Araguari ;Rua José do Patrocínio, nº 291 - Referência: Próximo à Praça Getúlio Vargas;Estadual
311830;CONSELHEIRO LAFAIETE;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Conselheiro Lafaiete;Praça Pimentel Duarte, s/nº ;Estadual
316990;UBÁ;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ubá;Avenida Ex-Combatentes, nº 1333 ;Estadual
3170701;VARGINHA;MG;Delegacia Especializada de Crimes Contra a Mulher (DECCM) - Varginha;Praça João Gonzaga, nº 91;Estadual
310560;BARBACENA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Barbacena;Rua Vitório Menegain nº210 ;Estadual
311340;CARATINGA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Caratinga ;Rua Antônia Maria Rezende Fernandes, nº 174;Estadual
311860;CONTAGEM;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Contagem ;Rua Manoel Teixeira Camargos, nº 63;Estadual
311940;CORONEL FABRICIANO;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Coronel Fabriciano;Rua Albert Scharlet, nº 213;Estadual
313240;ITAJUBÁ;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Itajubá;Rua Antônio Simão Mauade, nº 149, Edifício Atenas, salas 301, 302 e 303 -  3º Andar - Complemento: ;Estadual
312160;DIAMANTINA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Diamantina;Avenida João Antunes de Oliveira, nº 284 - BR 367 KM 125;Estadual
312770;GOVERNADOR VALADARES;MG;Delegacia Especializada De Atendimento À Mulher (DEAM) - Governador Valadares;Rua Pedro Lessa, nº 836 - Referência: Após o Posto de Gasolina Natália ;Estadual
312980;IBIRITÉ;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ibirité ;Rua Otacílio Negrão de Lima, nº 468;Estadual
312230;DIVINÓPOLIS;MG;Delegacia de Atendimento a Mulher e Família - Divinópolis;Rua Goias, nº 1985 ;Estadual
313510;JANAÚBA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Janaúba;Rua Espinosa nº 105;Estadual
316070;SANTOS DUMONT;MG;Delegacia de Repressão a Crimes Contra a Mulher (DRCCM) - Santos Dumont ;Avenida Presidente Getúlio Vargas, nº 330 - Referência: 5ª Delegacia de Polícia Civil ;Estadual
315250;POUSO ALEGRE;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Pouso Alegre ;Rua Silvestre Ferraz, nº 226 - Referência: junto à 1ª Delegacia Regional de Polícia Civil (DRPC) ;Estadual
314710;PARÁ DE MINAS;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Pará de Minas ;Praça Afonso Pena, nº 55 ;Estadual
3136702;JUIZ DE FORA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Juiz de Fora ;Rua Uruguaiana, nº 94 - 2º Andar  ;Estadual
313130;IPATINGA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ipatinga ;Rua Pedras Preciosas, nº 775 ;Estadual
314870;PEDRA AZUL;MG;2ª Delegacia Regional de Polícia Civil (DRPC) - Pedra Azul ;Praça Pacífico Faria, nº 404 - Referência: em frente ao posto de gasolina Sinal Verde ;Estadual
313420;ITUIUTABA;MG;Delegacia Especializada de Atendimento a Mulher – Ituiutaba ;Avenida 17, nº 445 - Referência: Mesmo prédio da 3ª Delegacia Regional de Polícia Civil;Estadual
313170;ITABIRA;MG;Delegacia Especializada de Atendimento a Mulher – Itabira ;Avenida Carlos Dumont de Andrade, nº 50, 3º Andar - Referência: nas dependências da 3ª Regional de Polícia Civil, Próximo ao Hospital de Itabira;Estadual
315210;PONTE NOVA;MG;Delegacia de Polícia de Mulheres (DPM) - Ponte Nova;Rua Felisberto Leopoldo, nº 262 - Referência: próximo à Cadeia Pública ;Estadual
314810;PATROCÍNIO;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Patrocínio;Rua Heloísa Capuano, nº 816 - Referência: próximo a Prefeitura ;Estadual
315180;POÇOS DE CALDAS;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Poços de Caldas;Avenida José Remígio Prézia, nº 492 ;Estadual
315460;RIBEIRÃO DAS NEVES;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Ribeirão das Neves ;Rua Luiza Augusta Guimarães, nº 150 - Referência: Próximo a Escola Pedro Alcântara ;Estadual
315780;SANTA LUZIA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Santa Luzia ;Avenida Brasília, nº 3350 - Referência: No mesmo prédio da Delegacia Regional;Estadual
314930;PEDRO LEOPOLDO;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Pedro Leopoldo ;Rua Santa Luzia, nº 477 ;Estadual
316370;SÃO LOURENÇO;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - São Lourenço;Avenida Damião Junqueira de Souza, nº 167 ;Estadual
312870;GUAXUPÉ;MG;Seção de Atendimento à Mulher - 5ª Delegacia de Polícia Civil - Guaxupé ;Avenida Dona Floriana, nº 272 - Referência: Funciona nas dependências da 5ª Delegacia de Polícia Civil de Guaxupé;Estadual
310160;ALFENAS;MG;Seção de Atendimento à Mulher - 9ª Delegacia de Polícia Civil - Alfenas ;Rua Dom Silvério, nº 338 ;Estadual
313520;JANUÁRIA;MG;Delegacia Especializada de Atendimento a Mulher – Januária ;Avenida Marechal Eurico Gaspar Dutra, nº 484 - Referência: Junto à 2ª Delegacia Regional de Polícia ;Estadual
311530;CATAGUASES;MG;Seção de Atendimento à Mulher - 27ª Delegacia de Polícia Civil – Cataguases ;Rua Major Vieira, nº 322 - Referência: Próximo a Ponte Nova ;Estadual
316720;SETE LAGOAS;MG;Seção de Atendimento a Mulher - Delegacia de Atendimento à Mulher, Orientação e Proteção a Família - Sete Lagoas ;Rua Jovelino Lanza, nº 1316 ;Estadual
312710;FRUTAL;MG;Seção de Atendimento à Mulher - Delegacia de Orientação e Proteção à Família - Frutal ;Rua Olavo Bilac, nº 225;Estadual
314800;PATOS DE MINAS;MG;Delegacia Especializada de Atendimento a Mulher – Patos de Minas ;Rua dos Carajás, nº 641, 1º andar ;Estadual
314480;NOVA LIMA;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Nova Lima ;Rua Joviana Assis Fonseca, nº 41;Estadual
314490;CURVELO;MG;Delegacia especializada de atendimento à mulher de Curvelo;Rua integração 360, Centro;Estadual
312090;CURVELO;MG;Seção de Atendimento a Mulher - Delegacia Especializada em Repressão à Crimes Contra a Mulher, Criança e Adolescente - Curvelo ;Avenida Dom Pedro II, s/nº;Estadual
314790;PASSOS;MG;Seção de Atendimento a Mulher - Delegacia Especializada de Atendimento a Mulher, Idoso e Deficiente Físico - Passos;Rua Santo Onofre, nº 174;Estadual
313380;ITAÚNA;MG;Seção de Atendimento a Mulher - Delegacia Especializada de Orientação e Proteção a Família (DEOPF) - Itaúna ;Praça Dona Macrina, s/nº - Referência: Ao lado da Associação dos Contabilistas ;Estadual
317010;UBERABA;MG;Seção de Atendimento à Mulher - Delegacia de Orientação e Proteção a Família (DOPF) - Uberaba ;Rua Amaro Ferreira, nº 221 ;Estadual
313190;ITABIRITO;MG;Seção de Atendimento à Mulher - Delegacia de Policia Civil (DPC) Cartório D - Itabirito ;Rua Emídio Quites, nº 136 - Referência: ao lado do Hospital São Vicente de Paulo ;Estadual
310400;ARAXÁ;MG;Delegacia Especializada de Atendimento a Mulher - Araxá;Rua Calimério Guimarães, nº 600 - Referência: Próximo a Farmácia Araxá ;Estadual
312610;FORMIGA;MG;Delegacia de Orientação e Proteção a Família (DOPF) - Formiga;Rua Zica Frade, nº 55 ;Estadual
316470;SÃO SEBASTIÃO DO PARAÍSO;MG;Delegacia Especializada de Crimes Contra a Mulher - São Sebastião do Paraíso ;Avenida Dárcio Cantieri, nº 1879 ;Estadual
313820;LAVRAS;MG;Seção de Atendimento a Mulher - Delegacia de Polícia Civil de Orientação e Proteção a Família (DPCOPF) - Lavras ;BR 265, nº 215 - Referência: Funciona nas dependências da Delegacia Regional de Polícia Civil ;Estadual
313620;JOÃO MONLEVADE;MG;Seção de Atendimento a Mulher - Delegacia Especializada de Atendimento à Mulher e Orientação e Proteção ao Menor - João Monlevade;Rua Louis Ensch, nº 266 ;Estadual
310620;BELO HORIZONTE;MG;Seção de Atendimento a Mulher - Divisão Especializada de Atendimento a Mulher, ao Idoso e ao Portador de Deficiência (DEMID) - Belo Horizonte ;Rua Aimoré, nº 3005 ;Estadual
314330;MONTES CLAROS;MG;Delegacia Especializada de Atendimento à Mulher (DEAM) - Montes Claros ;Rua Iris e Albuquerque, nº 356;Estadual
314700;PARACATU;MG;Seção de Atendimento à Mulher - 2ª Delegacia Regional de Polícia Civil - Paracatu  ;Praça Euzébio, nº 100 ;Estadual
310620;BELO HORIZONTE;MG;Delegacia Especializada de Atendimento a Mulher - Belo Horizonte ;"Avenida Amazonas nº 558 
Prédio da Casa dos Direitos Humanos ";Estadual
315670;SABARÁ;MG;Delegacia  Especializada de Atendimento a Mulher – Sabará;Avenida João Pinheiro, 25;Estadual
500110;AQUIDAUANA;MS;Delegacia de Atendimento à Mulher (DAM) - Aquidauana;Rua Sete de Setembro, nº 1301 ;Estadual
500370;DOURADOS;MS;Delegacia de Atendimento à Mulher (DAM) - Dourados ;Rua Izzat Bussuan, nº 2555 ;Estadual
500500;JARDIM;MS;Delegacia de Atendimento à Mulher (DAM) - Jardim ;Avenida Fernando Aranha, nº 1055 ;Estadual
500570;NAVIRAÍ;MS;Delegacia de Atendimento à Mulher (DAM) - Naviraí ;Rua Irineu Bonicontro, nº 74  ;Estadual
500660;PONTA PORÃ;MS;Delegacia de Atendimento à Mulher (DAM) - Ponta Porã ;Rua Sete de Setembro, nº  617;Estadual
500830;TRÊS LAGOAS;MS;Delegacia de Atendimento à Mulher (DAM) - Três Lagoas ;Rua David Alexandria, nº 946, Travessa com a Avenida Eloi Chaves ;Estadual
500270;CAMPO GRANDE;MS;Delegacia Especializada de Atendimento à Mulher (DEAM) - Campo Grande ;Rua Sete de Setembro, nº 2421 ;Estadual
500620;NOVA ANDRADINA;MS;Delegacia de Atendimento à Mulher (DAM) - Nova Andradina ;Rua Imaculada Conceição, nº 1608 ;Estadual
500380;FÁTIMA DO SUL;MS;Delegacia de Atendimento à Mulher (DAM) - Fátima do Sul ;Rua Presidente Dutra, nº 1261 ;Estadual
500320;CORUMBÁ;MS;Delegacia de Atendimento à Mulher (DAM) - Corumbá ;Rua Major Gama, nº 290 ;Estadual
500330;COXIM;MS;Delegacia de Atendimento à Mulher (DAM) - Coxim ;Avenida General Mendes Morais, nº 230 ;Estadual
500630;PARANAÍBA;MS;Delegacia de Atendimento à Mulher (DAM) - Paranaíba;Rua Visconte de Taunai, nº 860 ;Estadual
510250;CÁCERES;MT;DELEGACIA ESPECIALIZADA DE DEFESA DA MULHER (DEDM) - CÁCERES;Avenida Getúlio Vargas, nº 99;Estadual
510180;BARRA DO GARÇAS;MT;Delegacia Especializada de Defesa da Mulher (DEDM) - Barra do Garças;Rua Goiás, nº 794;Estadual
510760;RONDONÓPOLIS;MT;Delegacia Especializada de Defesa da Mulher (DEDM) - Rondonópolis  ;Rua Armando Fajardo, n° 372;Estadual
510340;CUIABÁ;MT;DELEGACIA ESPECIALIZADA DE DEFESA DA MULHER - CUIABÁ ;Rua Coronel Peixoto, nº 84 ;Estadual
510840;VÁRZEA GRANDE;MT;Seção de Atendimento a Mulher - Delegacia Especializada de Defesa da Mulher, da Criança e do Idoso (DEDMCI) - Várzea Grande ;Avenida Dom Orlando Chaves, s/nº;Estadual
150010;ABAETETUBA;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Abaetetuba;Rua Sete de Setembro, s/n°;Estadual
150140;BELÉM;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Belém; Travessa Mauriti entre Duque Rômulo Maiorana  n° 2394 ;Estadual
150170;BRAGANÇA;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Bragança;Rua Martins Pinheiro, s/nº Esquina com a Rua Duque de Caxias;Estadual
150180;BREVES;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Breves;Rua Ângelo Fernandes Breves, s/nº (Ao lado do 9º Batalhão da Polícia Militar);Estadual
150420;MARABÁ;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Marabá;Folha 10, Quadra 15, Lote 12 (Próximo ao Supermercado Guerra);Estadual
150613;REDENÇÃO;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Redenção;Avenida Araguaia, s/nº (Ao lado do Postinho de Saúde);Estadual
150680;SANTARÉM;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Santarém;Avenida Sérgio Henn, nº 70 (Próximo a Prefeitura Municipal e ao Estádio Prédio do PRO PAZ);Estadual
150360;ITAITUBA;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Itaituba;Primeira Rua do Bairro da Floresta, nº 235 (Atrás do Batalhão do Corpo de Bombeiro Militar);Estadual
150240;CASTANHAL;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Castanhal;Travessa 1º de Maio, nº 1376 (Próximo ao Hotel Estoril.);Estadual
150810;TUCURUÍ;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Tucuruí;Rua São Paulo s/nº ;Estadual
150553;PARAUAPEBAS;PA;Delegacia Especializada de Atendimento a Mulher (DEAM) - Parauapebas;Rodovia Faruk Salmen, s/n°, Quadra Especial;Estadual
150060;ALTAMIRA;PA;Delegacia Especializada de Atendimento à Mulher (DEAM) - Altamira;Rua Curitiba, nº 2973;Estadual
250180;BAYEUX;PB;Delegacia Especializada de Atendimento à Mulher (DEAM) - Bayeux  ;Rua Pedro Ulisses, nº 211;Estadual
250320;CABEDELO;PB;Delegacia Especializada de Atendimento à Mulher (DEAM) - Cabedelo  ;Rua Pastor José Alves n° 357;Estadual
250370;CAJAZEIRAS;PB;Delegacia Especializada da Mulher (DEM) - Cajazeiras;Rua Romualdo Rolin, nº 636;Estadual
250400;CAMPINA GRANDE;PB;Delegacia Especializada da Mulher (DEM) - Campina Grande;Rua Raimundo Nonato, s/nº;Estadual
250630;GUARABIRA;PB;Delegacia Especializada de Atendimento à Mulher (DEAM) - Guarabira;RuaLudonio Henrique de Bulhões s/ n°;Estadual
251080;PATOS;PB;Delegacia Especializada de Atendimento à Mulher (DEAM) - Patos  ;Rua Elias Asfora, nº 803;Estadual
251370;SANTA RITA;PB;Delegacia Especializada de Atendimento a Mulher (DEAM) - Santa Rita;Rua Maura Bias Ramos, s/nº;Estadual
251620;SOUSA;PB;Delegacia Especializada da Mulher (DEM) - Sousa;Rua Saby Fernandes de Aragão, s/nº;Estadual
250750;JOÃO PESSOA;PB;Delegacia Especializada de Atendimento à Mulher (DEAM) - João Pessoa  ;Avenida Dom Pedro II, nº 853 ao lado do antigo Jornal Norte;Estadual
260290;CABO DE SANTO AGOSTINHO;PE;14ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Cabo de Santo Agostinho;Rua Nova, nº 233;Estadual
261160;RECIFE;PE;1ª Delegacia Especializada de Atendimento a Mulher (DEAM) - Recife;Rua do Pombal s/ nº - Referência: frente à Praça próximo ao cemitério.  ;Estadual
260790;JABOATÃO DOS GUARARAPES;PE;2ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Jaboatão dos Guararapes ;Estrada da Batalha, s/nº - Referência: Dentro do 6º Batalhão ;Estadual
261110;PETROLINA;PE;3ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Petrolina;Rua Castro Alves, nº 57;Estadual
260410;CARUARU;PE;4ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Caruaru;Rua Dalton Santos, nº 115;Estadual
261070;PAULISTA;PE;5ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Paulista;Praça Frederico Lundgren, s/nº - Referência: Prédio do Complexo Policial ;Estadual
261450;SURUBIM;PE;7ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Surubim;Rua Santos Dumont, nº 85;Estadual
260620;GOIANA;PE;8ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Goiana;Rua 65, nº 18-A - Complemento: Loteamento Carvalho Feitosa  ;Estadual
260600;GARANHUNS;PE;9ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Garanhuns;Rua Frei Caneca, nº 460;Estadual
261160;RECIFE;PE;Departamento de Polícia da Mulher (DPMUL) - Recife ;Rua Francisco Jacinto, nº 195;Estadual
261640;VITÓRIA DE SANTO ANTÃO;PE;10ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Vitória de Santo Antão;Avenida Henrique de Holanda, s/ nº, 1º andar;Estadual
221100;TERESINA;PI;DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER (DEAM) BUENOS AIRES - TERESINA;RUA BOM JESUS COM A RUA OSCAR CLARK,S/N°;Estadual
220800;PICOS;PI;DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER (DEAM) - PICOS;Avenida Severo Eulálio, nº 906;Estadual
221100;TERESINA;PI;DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER (DEAM) CENTRO - TERESINA;Rua 24 de Janeiro, nº 500;Estadual
221060;SÃO RAIMUNDO NONATO;PI;Delegacia Especializada de Atendimento à Mulher(DEAM) – SÃO RAIMUNDO NONATO;Rua Antônio de Carvalho, s/nº;Estadual
220390;FLORIANO;PI;Delegacia Especializada de Atendimento à Mulher(DEAM) - FLORIANO;Avenida João Luis Ferreira, nº 450;Estadual
221100;TERESINA;PI;Delegacia Especializada de Atendimento à Mulher (DEAM) Dirceu Arcoverde I - Teresina ;QUADRA 66,S/N°;Estadual
220770;PARNAÍBA;PI;Delegacia Especializada de Atendimento à Mulher (DEAM) - PARNAÍBA;Avenida Álvaro Mendes, nº 2020;Estadual
220840;PIRIPIRI;PI;DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER(DEAM) - PIRIPIRI;Rua João Damasceno sem n°;Estadual
410690;CURITIBA;PR;Delegacia Especializada de Atendimento à Mulher (DEAM) - Curitiba;Rua Padre Antônio, nº 33 Referência;Estadual
411370;LONDRINA;PR;Delegacia da Mulher (DM) - Londrina ;Rua Marcilio Dias, nº 232 ;Estadual
412550;SÃO JOSÉ DOS PINHAIS;PR;Seção de Atendimento à Mulher -Delegacia da Mulher e Adolescente (DMA) - São José dos Pinhais ;Rua Joinville, nº 2402;Estadual
411520;MARINGÁ;PR;Delegacia Especializada de Atendimento à  Mulher (DEAM) - Maringá;Rua Julio Menegetth, nº 195;Estadual
411840;PARANAVAÍ;PR;Delegacia Especializada de Atendimento à Mulher (DM) - Paranavaí;Avenida Heitor Alencar Furtado, nº 4300 ;Estadual
410140;APUCARANA;PR;Seção de Atendimento à Mulher - Núcleo de Atendimento a Mulher - Apucarana;Rua Jamil Soni, nº 53;Estadual
